;review_text;sentiment;price;service;food
1443;their service however is probably the worst i've ever had;;;;
1444;i used to (emphasis on the tense) go there every tuesday for trivia night (the guy hosting is awesome);;;;
1445;my service has been absolutely horrible every time except for once when a girl named jess waited on us;;;;
1446;the rest of the waitresses are completely incompetent and utterly rude off the bat;;;;
1447;"when we began ordering appetizers the waitress stopped us and asked if this was ""going to be complicated or not";;;;
1448;""" she then forgot to put in an order for 1 of 3 appetizers ordered";;;;
1449;it took about 15 mins after getting 2 of them to even bring that to her attention for which she didn't even apologize;;;;
1450;after 35mins and someone else bringing our food out we finally had to go to the bar and ask someone to come take our drink orders a task that was also messed up (i ordered their special of big ass margeritas to which i received a small mason jar of mostly ice);;;;
1451;they told me it'd be free but it honestly wasn't even worth that;;;;
1452;after that the only time i saw our waitress was when she was visibly talking about us and pointing with another waitress;;;;
1453;completely unprofessional;;;;
1454;a different waitress had to bring us our checks and messed that up too;;;;
1455;i had this same waitress the tuesday before accompanied by the same crummy service;;;;
1456;that's when i realized that it wasn't just a bad or busy night (it was a tuesday for crying out loud) but that this woman is just really bad at customer service;;;;
1457;definitely do not recommend going there!!! don't know exactly which was our original waitress but our checks said joanne g;;;;
1458;will also be posting my experience on your facebook in hopes that you get better trained and caring staff;;;;
1459;i've been here a couple of times by recommendation from a korean friend;;;;
1460;the jjamppong and jjajangmyun are very delicious;;;;
1461;it's even better when they're cheaper on the special menu days (rotates every other day);;;;
1462;the portions are very generous;;;;
1463;i usually share 1 dish with my friend;;;;
1464;it's $5;;;;
1465;00 (jjajangmyun - tues,thurs sat sun) and $6;;;;
1466;99 (jjamppong - mon wed fri);;;;
1467;however i was a bit surprised at their dish with the steamed buns (i think it's kochu japchae);;;;
1468;it was super pricey!!! that dish alone was $20;;;;
1469;99 on the special;;;;
1470;very little meat mostly peppers and some other veggies;;;;
1471;i'm guessing the expensive part was the steamed buns;;;;
1472;'cause those looked really intricately made;;;;
1473;i think there are actually several pricey dishes they serve on their menu;;;;
1474;i'll just stick to the affordable menu items;;;;
1475;in general i really like their dishes (jjamppong and jjajangmyun) and their service is friendly but i don't think i can come here without my korean friend;;;;
1476;it seems like the servers don't speak english and there is no translated menu;;;;
1477;horrible experience i went in to get a full set french tips the guy who did them was very rude never said a word only yanked at my hand he cut my real nails after i told him not to;;;;
1478;i complained about bubbles and dust inside the acrylic they acted like they couldn't see it;;;;
1479;two days later my nails are lifting and more bubbles appeared;;;;
1480;i will never go here again and hope others don't waste their time or money at this place;;;;
1481;driving more than an half-hour to get to a gun range was getting old;;;;
1482;i was so happy to see this range open up in cornelius;;;;
1483;they have all the amenities that you would expect a range to have for modern shooters;;;;
1484;i come here for recreational purposes and have found the range more than suitable;;;;
1485;they have fully electronic systems and the lanes are wide and not tight like many other ranges;;;;
1486;they also offer memberships that are competitive to some of the other ranges around the area;;;;
1487;daily lane rates are a bit pricy but considering their location they can charge that much;;;;
1488;however stray away from the touristic prices for weapons and ammo;;;;
1489;there are many other stores that just sell and you'll want to visit those;;;;
1490;the prices they quoted me were $200 more than several other stores and i just couldn't bite that bullet;;;;
1491;come here for the range and range only;;;;
1492;also don't believe when they say they will give you a credit for unsatisfactory meal because for some reason they have a tendency to forget they said it;;;;
1493;they no longer have to worry about my business;;;;
1494;we stopped by for a little shopping;;;;
1495;the mall is nicer than most and has plenty of stores;;;;
1496;it was a nice way to spend a few hours before heading on to another adventure;;;;
1497;i hope that every person who follows me everyone i know and anyone contemplating this establishment reads this first and never bothers to give this place with the crappiest staff of all time a second thought;;;;
1498;earlier today my friend and i dropped in to grab some lunch;;;;
1499;the staff either all lost their dogs this morning or just have the absolute worst attitudes you've ever seen in human beings;;;;
1500;not only was the nasty woman who served me avoiding any type of pleasantry but she was yelling across two other workers and a line of patrons asking what i wanted from the other end of the shop;;;;
1501;"when i asked the server for lettuce onion and roasted red peppers on my sandwich she quite literally moaned very loud and followed it with yelling ""ughhhhh god help me!"" before adding my toppings to my turkey sandwich";;;;
1502;"when one of the other servers asked us if our food was for ""here or to go"" the original server says aloudly ""to-go hopefully!!!"" wtf";;;;
1503;i'd love to know who this terrible human being thinks she is! i found my jaw on the floor more than once wondered why she thought i was such a headache and my friend and i decided right there that we would never return nor would we let this review go untold to everyone we know!! i feel the owners somehow have to be to blame! how the hell do you allow someone so miserable represent your livelihood? you don't expect livelihood for very much longer that's how;;;;
1504;"maybe this server will look a little less ""i just woke up"" at her next job";;;;
1505;cafe maya the newest coffee shop in this location;;;;
1506;not too much has changed although the inside seems a bit more spacious and cozy;;;;
